Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
49404,14536,Male,Loyal Customer,69,Business travel,Business,362,1,5,5,5,1,1,1,3,4,4,3,1,4,1,215,216.0,neutral or dissatisfied
16342,54150,Male,Loyal Customer,42,Business travel,Eco,1400,2,5,5,5,2,2,2,2,3,5,4,2,5,2,0,0.0,satisfied
49318,93897,Male,Loyal Customer,32,Personal Travel,Eco,590,2,5,2,3,3,2,3,3,5,2,5,4,4,3,0,0.0,neutral or dissatisfied
100060,81976,Female,Loyal Customer,23,Business travel,Business,1535,1,1,1,1,5,5,5,5,5,4,5,5,5,5,0,0.0,satisfied
18583,23069,Male,Loyal Customer,38,Personal Travel,Eco,820,2,2,2,4,5,2,5,5,3,4,3,4,3,5,0,0.0,neutral or dissatisfied
101764,128913,Male,Loyal Customer,20,Personal Travel,Eco,2248,5,5,5,4,2,5,5,2,5,5,5,5,4,2,0,0.0,satisfied
14336,16642,Male,Loyal Customer,49,Business travel,Eco,488,4,4,4,4,4,4,4,4,3,2,5,3,4,4,52,60.0,satisfied
43558,104489,Female,Loyal Customer,23,Business travel,Eco,860,3,1,1,1,3,3,3,1,3,3,3,3,1,3,143,123.0,neutral or dissatisfied
67973,106232,Male,Loyal Customer,69,Personal Travel,Eco,471,1,4,1,2,5,1,5,5,5,5,5,4,5,5,115,103.0,neutral or dissatisfied
82210,109732,Male,disloyal Customer,47,Business travel,Eco,187,1,2,1,4,5,1,5,5,4,3,3,3,4,5,0,0.0,neutral or dissatisfied
88969,73741,Male,Loyal Customer,31,Personal Travel,Eco,204,3,5,3,1,2,3,2,2,5,2,1,3,2,2,0,0.0,neutral or dissatisfied
22398,119072,Male,Loyal Customer,59,Business travel,Business,1107,1,1,1,1,3,5,4,5,5,5,5,3,5,4,2,0.0,satisfied
91048,49587,Male,Loyal Customer,45,Business travel,Eco,363,4,5,5,5,4,4,4,4,5,5,2,1,4,4,0,9.0,satisfied
49528,100350,Female,Loyal Customer,43,Personal Travel,Eco,1165,4,4,4,2,3,4,5,1,1,4,1,4,1,4,2,0.0,satisfied
3662,77325,Female,disloyal Customer,28,Business travel,Business,532,2,2,2,2,2,2,5,2,5,4,4,5,5,2,0,0.0,neutral or dissatisfied
92386,88951,Male,disloyal Customer,22,Business travel,Eco,1199,3,3,3,4,4,3,4,4,1,4,3,3,3,4,3,0.0,neutral or dissatisfied
5974,46364,Male,disloyal Customer,29,Business travel,Business,1081,4,4,4,3,2,4,1,2,2,1,2,3,1,2,0,0.0,satisfied
46440,107348,Female,Loyal Customer,13,Business travel,Business,2600,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,2.0,satisfied
32787,111357,Male,Loyal Customer,59,Business travel,Business,1873,3,3,3,3,5,5,5,5,5,5,5,5,5,3,87,87.0,satisfied
1464,5346,Female,Loyal Customer,26,Business travel,Eco,812,2,5,2,5,1,1,2,2,4,4,3,2,2,2,125,154.0,neutral or dissatisfied
31693,58956,Male,disloyal Customer,37,Business travel,Business,1744,1,1,1,4,1,1,1,1,3,2,4,5,4,1,45,16.0,neutral or dissatisfied
88972,105032,Female,disloyal Customer,25,Business travel,Eco,361,2,3,2,2,1,2,1,1,4,4,2,2,3,1,46,58.0,neutral or dissatisfied
21815,114122,Male,Loyal Customer,62,Personal Travel,Business,862,3,4,3,3,1,4,4,5,5,3,5,2,5,4,1,6.0,neutral or dissatisfied
99869,102841,Female,Loyal Customer,39,Business travel,Business,3926,3,3,3,3,2,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
101565,86236,Female,Loyal Customer,63,Personal Travel,Eco,356,0,5,0,2,0,5,5,5,3,5,5,5,4,5,178,163.0,satisfied
72562,90967,Male,Loyal Customer,34,Business travel,Business,404,1,3,3,3,5,3,3,1,1,2,1,2,1,3,14,12.0,neutral or dissatisfied
91237,89053,Male,disloyal Customer,31,Business travel,Business,1919,1,1,1,3,2,1,2,2,3,2,5,3,4,2,0,9.0,neutral or dissatisfied
46383,60076,Female,Loyal Customer,46,Business travel,Business,3532,2,2,2,2,2,5,5,3,3,3,3,4,3,4,72,78.0,satisfied
27057,25617,Female,Loyal Customer,34,Business travel,Business,666,1,1,1,1,3,2,1,5,5,5,5,4,5,5,0,0.0,satisfied
74002,66117,Male,Loyal Customer,47,Business travel,Business,2411,4,4,4,4,4,5,5,4,4,4,4,4,4,4,13,4.0,satisfied
38047,87882,Male,Loyal Customer,43,Personal Travel,Eco Plus,214,2,3,2,2,5,2,5,5,3,5,5,2,4,5,0,4.0,neutral or dissatisfied
48285,46441,Male,Loyal Customer,38,Personal Travel,Eco,1304,3,4,3,3,3,3,3,3,3,3,5,4,5,3,1,0.0,neutral or dissatisfied
59352,69416,Male,Loyal Customer,46,Business travel,Business,3815,1,1,5,1,3,3,4,5,5,5,5,3,5,5,8,0.0,satisfied
79877,7144,Female,Loyal Customer,57,Business travel,Business,3801,0,5,0,3,2,4,4,2,2,2,2,4,2,3,0,7.0,satisfied
79294,25,Male,Loyal Customer,51,Business travel,Business,3460,3,3,3,3,2,4,5,5,5,4,5,5,5,4,0,2.0,satisfied
45476,88025,Male,disloyal Customer,44,Business travel,Business,404,3,3,3,3,2,3,1,2,3,2,5,3,4,2,0,0.0,neutral or dissatisfied
51831,98552,Male,Loyal Customer,41,Business travel,Business,861,3,3,3,3,5,5,5,3,3,4,3,5,3,5,0,0.0,satisfied
39122,68095,Female,disloyal Customer,10,Business travel,Eco,868,5,5,5,3,4,5,4,4,4,4,4,5,5,4,0,0.0,satisfied
28052,100250,Female,Loyal Customer,56,Business travel,Business,3280,4,4,4,4,2,4,5,3,3,3,3,3,3,3,55,74.0,satisfied
35111,49210,Male,Loyal Customer,43,Business travel,Eco,266,4,3,3,3,4,4,4,4,3,5,1,5,4,4,0,0.0,satisfied
76973,95967,Female,Loyal Customer,56,Business travel,Business,1090,3,3,3,3,4,5,5,5,5,5,5,5,5,4,14,0.0,satisfied
69842,84589,Female,Loyal Customer,53,Business travel,Business,669,5,5,1,5,4,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
1345,7780,Female,Loyal Customer,23,Personal Travel,Eco,1080,3,1,3,3,2,3,2,2,3,5,4,3,4,2,0,0.0,neutral or dissatisfied
46165,96652,Male,Loyal Customer,32,Personal Travel,Eco,937,3,5,3,4,2,3,2,2,4,3,5,5,5,2,10,1.0,neutral or dissatisfied
19543,83615,Female,Loyal Customer,25,Business travel,Business,3377,4,4,4,4,4,4,4,4,5,2,4,3,5,4,0,0.0,satisfied
16955,22484,Female,Loyal Customer,27,Personal Travel,Eco,145,2,5,0,1,5,0,5,5,3,4,4,5,5,5,0,14.0,neutral or dissatisfied
14629,92808,Female,Loyal Customer,51,Business travel,Business,1587,2,2,2,2,2,4,5,5,5,5,5,3,5,5,1,44.0,satisfied
28438,10153,Male,Loyal Customer,64,Personal Travel,Eco,1201,2,1,2,2,4,2,4,4,3,4,2,1,2,4,19,18.0,neutral or dissatisfied
1072,64039,Male,Loyal Customer,45,Business travel,Business,919,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,13.0,satisfied
81614,47581,Male,Loyal Customer,10,Personal Travel,Business,1428,2,2,2,4,2,2,2,2,2,2,4,2,3,2,0,7.0,neutral or dissatisfied
78777,50396,Male,Loyal Customer,42,Business travel,Business,2465,1,1,1,1,3,3,5,4,4,4,3,4,4,5,0,3.0,satisfied
99942,90690,Female,Loyal Customer,49,Business travel,Business,3162,5,1,5,5,5,4,5,3,3,2,3,5,3,3,0,0.0,satisfied
35831,21770,Male,Loyal Customer,54,Business travel,Business,352,2,2,2,2,1,3,1,5,5,5,5,4,5,2,0,0.0,satisfied
73637,89614,Female,Loyal Customer,28,Business travel,Business,2623,1,1,1,1,5,5,5,5,5,3,5,5,5,5,0,0.0,satisfied
27314,15295,Female,Loyal Customer,56,Personal Travel,Eco Plus,500,3,4,3,3,3,5,4,3,3,3,3,5,3,4,0,0.0,neutral or dissatisfied
59062,126042,Female,Loyal Customer,41,Business travel,Business,468,2,2,2,2,4,4,5,4,4,4,4,3,4,5,0,2.0,satisfied
66305,67690,Female,Loyal Customer,54,Business travel,Business,1464,5,5,5,5,3,4,5,4,4,4,4,4,4,3,0,1.0,satisfied
73609,50365,Female,Loyal Customer,50,Business travel,Business,2166,3,3,3,3,4,1,2,4,4,4,4,2,4,5,0,0.0,satisfied
14014,110758,Female,disloyal Customer,23,Business travel,Business,1128,5,5,5,2,5,5,5,5,5,2,4,3,5,5,38,34.0,satisfied
13918,26809,Male,Loyal Customer,39,Personal Travel,Eco,2139,3,5,3,2,1,3,1,1,5,5,4,3,4,1,0,13.0,neutral or dissatisfied
9358,108545,Female,Loyal Customer,42,Personal Travel,Eco,512,4,5,4,3,3,2,3,3,3,4,2,1,3,4,0,0.0,neutral or dissatisfied
93362,28454,Male,Loyal Customer,28,Business travel,Business,2588,2,2,2,2,5,5,5,3,4,3,3,5,2,5,1,12.0,satisfied
49920,125276,Female,Loyal Customer,56,Personal Travel,Business,678,4,5,4,2,5,5,5,3,3,4,3,4,3,5,0,3.0,satisfied
96664,114200,Female,disloyal Customer,39,Business travel,Business,862,2,2,2,1,3,2,3,3,3,2,5,4,5,3,18,2.0,neutral or dissatisfied
35357,76985,Male,disloyal Customer,39,Business travel,Business,368,2,2,2,1,3,2,3,3,3,5,4,5,4,3,0,0.0,neutral or dissatisfied
4818,86385,Female,disloyal Customer,26,Business travel,Business,762,1,1,1,5,4,1,4,4,3,5,4,4,4,4,0,0.0,neutral or dissatisfied
54839,85270,Male,Loyal Customer,62,Personal Travel,Eco,731,3,3,3,2,2,3,2,2,4,5,4,1,3,2,1,0.0,neutral or dissatisfied
16940,67316,Male,Loyal Customer,60,Personal Travel,Eco Plus,918,1,4,1,1,4,1,4,4,4,4,4,3,4,4,3,5.0,neutral or dissatisfied
80750,51303,Female,Loyal Customer,54,Business travel,Eco Plus,109,5,2,2,2,4,4,1,5,5,5,5,4,5,1,0,0.0,satisfied
64707,103411,Male,Loyal Customer,57,Business travel,Business,237,2,4,4,4,2,4,4,2,2,2,2,3,2,2,58,58.0,neutral or dissatisfied
21018,22107,Female,disloyal Customer,52,Business travel,Eco,694,1,1,1,3,1,1,1,1,3,4,1,1,4,1,10,0.0,neutral or dissatisfied
55632,128567,Female,Loyal Customer,44,Business travel,Business,3549,4,4,4,4,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
58126,126070,Female,Loyal Customer,57,Business travel,Business,468,1,1,1,1,4,5,5,4,4,4,4,5,4,5,41,37.0,satisfied
23664,74789,Male,Loyal Customer,33,Business travel,Business,3217,3,3,2,3,4,5,4,4,3,3,4,5,4,4,0,0.0,satisfied
6394,94830,Male,Loyal Customer,46,Business travel,Eco,189,2,1,1,1,2,2,2,2,1,4,2,2,2,2,12,7.0,neutral or dissatisfied
81271,51442,Male,Loyal Customer,42,Personal Travel,Eco Plus,109,4,5,4,2,3,4,3,3,3,4,1,4,4,3,10,2.0,neutral or dissatisfied
7239,112389,Female,Loyal Customer,22,Business travel,Business,3287,4,4,4,4,4,4,4,4,5,3,5,5,5,4,39,50.0,satisfied
72806,31531,Female,Loyal Customer,60,Personal Travel,Eco,853,3,3,2,4,4,4,4,2,2,2,2,1,2,3,106,115.0,neutral or dissatisfied
95368,118597,Male,disloyal Customer,28,Business travel,Eco,370,3,3,3,4,5,3,5,5,4,1,3,1,4,5,17,46.0,neutral or dissatisfied
35817,50310,Female,Loyal Customer,54,Business travel,Eco,86,3,4,4,4,5,4,4,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
56718,3677,Female,Loyal Customer,57,Business travel,Business,544,2,4,4,4,3,3,3,2,2,2,2,3,2,4,0,16.0,neutral or dissatisfied
77609,31247,Male,Loyal Customer,48,Personal Travel,Eco,472,2,5,1,2,4,1,4,4,5,5,3,3,1,4,0,8.0,neutral or dissatisfied
97916,98992,Male,Loyal Customer,49,Personal Travel,Eco,543,2,5,3,2,5,3,5,5,2,3,5,4,3,5,17,11.0,neutral or dissatisfied
86085,121508,Male,disloyal Customer,36,Business travel,Business,1727,2,2,2,4,5,2,5,5,3,2,3,4,5,5,0,0.0,neutral or dissatisfied
80099,117578,Male,Loyal Customer,44,Business travel,Business,872,5,5,3,5,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
5951,62920,Female,Loyal Customer,26,Business travel,Business,3071,2,2,2,2,4,4,4,4,4,5,5,3,4,4,0,0.0,satisfied
4198,17051,Female,disloyal Customer,28,Business travel,Eco,1134,5,5,5,4,5,5,5,5,1,2,2,2,1,5,16,3.0,satisfied
100670,60461,Male,disloyal Customer,26,Business travel,Business,985,2,2,2,2,1,2,2,1,4,3,4,3,4,1,0,18.0,neutral or dissatisfied
80672,114458,Female,Loyal Customer,70,Business travel,Business,2792,3,5,5,5,2,4,3,3,3,3,3,3,3,2,6,0.0,neutral or dissatisfied
45945,113898,Female,disloyal Customer,13,Business travel,Eco,2329,1,1,1,4,1,1,1,1,3,3,2,1,4,1,25,8.0,neutral or dissatisfied
81513,12612,Male,Loyal Customer,32,Business travel,Business,802,1,1,1,1,5,5,5,5,3,1,3,4,1,5,0,0.0,satisfied
86739,119556,Male,Loyal Customer,52,Personal Travel,Eco,759,1,2,1,4,2,1,2,2,1,4,4,2,3,2,0,0.0,neutral or dissatisfied
38709,69186,Female,Loyal Customer,67,Personal Travel,Eco,187,4,4,4,3,3,4,4,3,3,4,3,5,3,5,0,0.0,satisfied
26680,100268,Male,Loyal Customer,57,Business travel,Business,971,4,4,4,4,4,4,5,3,3,4,3,4,3,3,8,0.0,satisfied
57647,66550,Male,Loyal Customer,26,Business travel,Business,2213,2,4,4,4,2,1,2,2,1,2,3,4,3,2,6,5.0,neutral or dissatisfied
5885,43279,Female,disloyal Customer,32,Business travel,Eco,531,3,0,4,4,3,4,3,3,1,1,5,2,4,3,0,0.0,neutral or dissatisfied
17616,12750,Male,Loyal Customer,16,Personal Travel,Eco,803,4,1,4,3,4,4,4,4,2,4,2,1,2,4,0,0.0,neutral or dissatisfied
20962,98503,Female,disloyal Customer,21,Business travel,Eco,668,3,5,4,3,1,4,1,1,3,5,5,4,5,1,6,0.0,neutral or dissatisfied
24337,22752,Male,Loyal Customer,43,Business travel,Business,2324,5,5,5,5,2,2,3,5,5,5,4,2,5,1,48,39.0,satisfied
4870,98311,Male,Loyal Customer,37,Personal Travel,Eco,1565,3,4,4,4,4,4,4,4,4,4,5,3,4,4,2,0.0,neutral or dissatisfied
43646,50588,Male,Loyal Customer,63,Personal Travel,Eco,337,3,5,3,2,2,3,2,2,5,2,5,3,4,2,0,0.0,neutral or dissatisfied
49890,111745,Female,Loyal Customer,59,Business travel,Eco,1154,3,4,4,4,4,2,2,3,3,3,3,4,3,4,6,0.0,neutral or dissatisfied
95988,72240,Male,Loyal Customer,56,Business travel,Business,2771,1,4,4,4,1,4,4,1,1,1,1,1,1,1,68,68.0,neutral or dissatisfied
85183,30375,Female,Loyal Customer,47,Business travel,Eco,641,1,4,3,4,4,3,3,1,1,1,1,4,1,2,0,2.0,neutral or dissatisfied
40743,50163,Female,Loyal Customer,26,Business travel,Business,110,2,2,2,2,4,4,3,4,1,5,5,5,1,4,0,0.0,satisfied
31429,78842,Male,Loyal Customer,48,Personal Travel,Eco,447,2,4,2,4,5,2,5,5,5,3,2,3,3,5,0,0.0,neutral or dissatisfied
4433,5660,Male,Loyal Customer,55,Business travel,Business,299,4,4,4,4,4,5,5,4,4,4,4,4,4,4,11,8.0,satisfied
57762,81431,Female,Loyal Customer,34,Personal Travel,Eco,393,4,5,4,4,3,4,3,3,1,1,5,2,5,3,0,0.0,neutral or dissatisfied
95966,8804,Male,disloyal Customer,26,Business travel,Eco,552,4,1,4,3,3,4,2,3,3,5,4,3,4,3,0,0.0,neutral or dissatisfied
58390,22952,Male,Loyal Customer,53,Business travel,Eco,817,5,2,2,2,5,5,5,5,2,3,4,2,5,5,0,0.0,satisfied
88381,57439,Male,Loyal Customer,58,Business travel,Eco,1735,3,2,2,2,3,3,3,3,2,2,4,3,4,3,35,114.0,neutral or dissatisfied
87949,23276,Male,disloyal Customer,59,Business travel,Eco,456,4,5,4,4,3,4,3,3,2,3,3,5,5,3,1,6.0,neutral or dissatisfied
12618,120526,Female,Loyal Customer,57,Business travel,Business,2531,2,5,5,5,1,4,4,4,4,4,2,4,4,1,1,0.0,neutral or dissatisfied
71734,70403,Male,Loyal Customer,70,Personal Travel,Eco,1562,1,1,1,3,3,1,3,3,1,2,2,4,4,3,0,0.0,neutral or dissatisfied
95247,59067,Female,Loyal Customer,19,Business travel,Business,1781,3,2,3,2,3,3,3,3,1,3,4,2,4,3,5,25.0,neutral or dissatisfied
42045,104053,Female,Loyal Customer,38,Personal Travel,Eco,1044,3,4,3,5,5,3,4,5,5,1,2,1,1,5,12,12.0,neutral or dissatisfied
3238,69556,Male,Loyal Customer,51,Business travel,Business,2475,4,4,4,4,5,5,5,3,3,5,5,5,3,5,8,34.0,satisfied
42075,99574,Male,disloyal Customer,28,Business travel,Eco,829,2,2,2,3,1,2,1,1,3,5,4,1,3,1,0,0.0,neutral or dissatisfied
103762,80223,Male,Loyal Customer,18,Business travel,Business,2153,3,4,3,3,3,3,3,3,2,4,3,3,4,3,30,9.0,neutral or dissatisfied
101828,45042,Female,Loyal Customer,59,Business travel,Business,2021,0,0,0,5,5,1,4,5,5,5,5,4,5,5,2,0.0,satisfied
96195,53381,Female,Loyal Customer,48,Personal Travel,Eco,1452,3,4,3,2,1,2,4,2,2,3,2,2,2,5,0,0.0,neutral or dissatisfied
19569,87826,Male,Loyal Customer,67,Business travel,Business,1558,1,2,2,2,4,1,2,2,2,3,1,3,2,4,12,4.0,neutral or dissatisfied
60854,84233,Female,Loyal Customer,16,Personal Travel,Eco,432,3,5,3,4,3,3,3,3,3,4,4,3,4,3,0,0.0,neutral or dissatisfied
82473,100499,Female,Loyal Customer,41,Business travel,Eco,759,3,3,1,3,3,3,3,2,1,4,4,3,2,3,307,295.0,neutral or dissatisfied
84443,50089,Male,Loyal Customer,53,Business travel,Business,3917,3,3,3,3,5,4,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
58158,91331,Female,Loyal Customer,60,Personal Travel,Eco Plus,404,2,4,2,1,2,5,5,1,1,2,5,4,1,3,77,108.0,neutral or dissatisfied
73308,103261,Male,Loyal Customer,61,Business travel,Business,888,2,2,2,2,3,4,4,2,2,2,2,4,2,2,85,69.0,neutral or dissatisfied
181,60251,Female,Loyal Customer,69,Personal Travel,Eco,1546,1,5,1,2,4,3,4,1,1,1,1,4,1,3,1,26.0,neutral or dissatisfied
52491,104278,Male,Loyal Customer,65,Personal Travel,Eco,1733,4,5,5,3,4,5,4,4,2,3,4,4,4,4,0,0.0,satisfied
22950,27911,Male,Loyal Customer,33,Personal Travel,Eco,2311,4,4,4,2,1,4,1,1,4,2,4,3,5,1,0,0.0,satisfied
10653,60789,Male,Loyal Customer,20,Personal Travel,Business,472,2,2,2,4,5,2,5,5,2,2,3,1,4,5,0,0.0,neutral or dissatisfied
41716,71850,Male,Loyal Customer,17,Business travel,Business,1846,1,4,4,4,1,2,1,1,4,5,2,3,4,1,3,19.0,neutral or dissatisfied
77926,17941,Male,Loyal Customer,16,Personal Travel,Eco,214,2,2,2,3,4,2,4,4,1,3,4,2,4,4,15,3.0,neutral or dissatisfied
39315,45628,Male,Loyal Customer,31,Business travel,Business,2808,3,3,2,3,5,5,5,5,5,1,2,1,1,5,0,0.0,satisfied
70422,13982,Male,disloyal Customer,24,Business travel,Eco,372,3,3,3,2,3,3,3,3,1,4,5,4,3,3,0,0.0,neutral or dissatisfied
45610,128983,Male,Loyal Customer,34,Personal Travel,Eco,414,1,1,1,3,4,1,4,4,1,1,4,1,3,4,0,0.0,neutral or dissatisfied
94731,100216,Male,Loyal Customer,66,Personal Travel,Eco,762,2,5,3,4,4,3,4,4,5,3,5,5,5,4,2,29.0,neutral or dissatisfied
13744,46141,Male,Loyal Customer,55,Business travel,Business,604,1,1,1,1,1,1,3,5,5,5,5,3,5,3,18,5.0,satisfied
6046,36849,Female,Loyal Customer,44,Business travel,Eco Plus,369,3,2,2,2,3,3,4,3,3,3,3,4,3,3,21,14.0,neutral or dissatisfied
44997,38122,Male,Loyal Customer,44,Business travel,Business,2487,1,1,1,1,3,5,3,4,4,4,4,5,4,3,0,0.0,satisfied
22572,108002,Female,Loyal Customer,16,Personal Travel,Eco,271,4,2,3,4,3,3,2,3,2,4,4,2,3,3,77,120.0,neutral or dissatisfied
33457,76049,Male,Loyal Customer,60,Business travel,Business,3259,1,1,2,1,3,5,5,5,5,5,5,3,5,4,7,0.0,satisfied
91935,63815,Female,Loyal Customer,56,Business travel,Business,1918,5,4,5,5,5,4,5,5,5,5,5,3,5,5,10,0.0,satisfied
20598,108301,Male,Loyal Customer,29,Business travel,Business,1728,1,1,1,1,5,4,5,5,5,4,5,3,4,5,52,36.0,satisfied
82608,128323,Male,disloyal Customer,23,Business travel,Eco,621,3,0,3,2,2,3,2,2,4,3,4,5,4,2,0,8.0,neutral or dissatisfied
27704,124616,Male,Loyal Customer,49,Business travel,Business,1671,2,4,4,4,1,4,4,2,2,2,2,1,2,2,0,6.0,neutral or dissatisfied
86274,74257,Male,Loyal Customer,54,Personal Travel,Eco,1810,0,2,0,3,4,0,4,4,1,5,3,4,4,4,0,0.0,satisfied
22463,79580,Male,disloyal Customer,21,Business travel,Eco,762,3,3,3,3,5,3,5,5,2,1,3,2,3,5,2,0.0,neutral or dissatisfied
74697,1916,Male,Loyal Customer,34,Business travel,Business,351,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
19961,119172,Female,Loyal Customer,36,Business travel,Business,3721,0,0,0,3,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
30130,106219,Female,Loyal Customer,46,Business travel,Eco,471,3,4,4,4,4,3,4,3,3,3,3,2,3,4,38,30.0,neutral or dissatisfied
95290,8172,Male,Loyal Customer,44,Business travel,Business,3790,3,5,5,5,2,3,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
40476,42200,Male,disloyal Customer,37,Business travel,Eco,329,3,5,3,3,5,3,2,5,2,3,2,5,4,5,5,0.0,neutral or dissatisfied
92563,95329,Female,Loyal Customer,38,Personal Travel,Eco,239,2,5,0,1,2,0,2,2,3,4,1,5,5,2,0,0.0,neutral or dissatisfied
101560,48865,Female,Loyal Customer,44,Business travel,Eco,304,2,1,1,1,5,5,3,2,2,2,2,5,2,3,0,0.0,satisfied
66718,123640,Male,Loyal Customer,56,Business travel,Business,2414,5,5,5,5,4,4,5,5,5,5,4,4,5,3,0,0.0,satisfied
4235,37054,Male,Loyal Customer,42,Business travel,Business,1072,1,1,1,1,2,1,2,4,4,4,4,4,4,1,2,0.0,satisfied
51446,71334,Male,Loyal Customer,19,Personal Travel,Eco,1514,4,4,4,5,3,4,3,3,4,3,5,4,4,3,7,0.0,satisfied
31275,127526,Male,disloyal Customer,24,Business travel,Eco,1009,2,2,2,2,5,2,5,5,5,3,4,3,4,5,34,43.0,neutral or dissatisfied
20725,16573,Male,Loyal Customer,32,Business travel,Business,872,3,3,3,3,4,4,4,4,1,1,5,1,5,4,0,0.0,satisfied
4202,123288,Male,Loyal Customer,57,Personal Travel,Eco,507,3,5,3,5,3,3,3,3,3,1,1,4,4,3,0,0.0,neutral or dissatisfied
58872,8117,Male,Loyal Customer,39,Business travel,Business,530,1,4,3,4,3,4,3,1,1,1,1,4,1,3,0,0.0,neutral or dissatisfied
16310,52412,Male,Loyal Customer,69,Personal Travel,Eco,598,2,0,2,2,1,2,1,1,3,4,4,4,5,1,0,2.0,neutral or dissatisfied
85298,120530,Male,Loyal Customer,12,Personal Travel,Eco,96,4,4,4,4,2,4,5,2,5,2,4,5,4,2,0,0.0,neutral or dissatisfied
401,107761,Male,Loyal Customer,7,Personal Travel,Eco,405,3,5,3,2,4,3,4,4,3,5,4,3,5,4,3,0.0,neutral or dissatisfied
50937,49048,Female,disloyal Customer,43,Business travel,Eco,89,1,5,1,1,1,1,1,1,5,3,4,3,3,1,27,30.0,neutral or dissatisfied
38451,125704,Female,Loyal Customer,41,Personal Travel,Eco,899,1,4,1,5,1,1,1,1,5,5,4,5,5,1,0,0.0,neutral or dissatisfied
29521,45287,Male,Loyal Customer,56,Business travel,Business,150,1,1,1,1,5,5,5,4,4,4,4,2,4,3,0,0.0,satisfied
75625,111968,Female,Loyal Customer,26,Business travel,Business,533,4,4,4,4,4,4,4,4,1,4,3,2,3,4,0,0.0,neutral or dissatisfied
71340,124845,Female,Loyal Customer,24,Personal Travel,Eco,280,1,4,1,3,2,1,2,2,5,4,5,4,5,2,0,0.0,neutral or dissatisfied
92,6012,Male,Loyal Customer,30,Business travel,Business,1896,4,1,1,1,4,4,4,4,2,2,3,4,2,4,81,72.0,neutral or dissatisfied
24777,20978,Male,Loyal Customer,12,Personal Travel,Eco,721,1,4,1,4,1,1,1,1,3,4,4,2,3,1,0,0.0,neutral or dissatisfied
46028,33074,Female,Loyal Customer,29,Personal Travel,Eco,163,4,3,4,3,4,4,4,4,4,1,4,1,4,4,0,0.0,neutral or dissatisfied
44156,105911,Male,Loyal Customer,33,Personal Travel,Eco,283,0,4,0,4,1,0,1,1,5,4,5,3,5,1,0,0.0,satisfied
81992,118440,Female,Loyal Customer,52,Business travel,Business,304,2,2,3,2,1,3,4,2,2,2,2,2,2,1,2,0.0,neutral or dissatisfied
89814,93875,Male,Loyal Customer,51,Business travel,Business,2652,2,2,2,2,5,5,4,3,3,3,3,5,3,5,0,0.0,satisfied
8298,20382,Male,Loyal Customer,43,Business travel,Eco Plus,265,4,4,5,4,4,4,4,4,4,2,3,2,4,4,0,0.0,neutral or dissatisfied
86782,78378,Male,disloyal Customer,23,Business travel,Eco,980,1,1,1,1,2,1,2,2,3,5,5,4,5,2,18,13.0,neutral or dissatisfied
70018,18912,Female,Loyal Customer,58,Personal Travel,Eco,551,2,5,2,4,5,5,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
31812,32399,Female,Loyal Customer,33,Business travel,Business,163,1,1,3,1,4,1,1,4,4,4,4,4,4,4,0,6.0,satisfied
69414,58814,Female,Loyal Customer,57,Personal Travel,Eco,1050,2,5,2,4,2,5,3,5,5,2,5,1,5,5,9,37.0,neutral or dissatisfied
10851,89162,Male,Loyal Customer,66,Personal Travel,Eco,2139,2,5,2,4,5,2,5,5,3,2,4,5,5,5,0,1.0,neutral or dissatisfied
100998,99501,Male,Loyal Customer,57,Personal Travel,Eco,283,1,4,1,3,3,1,3,3,2,5,3,1,4,3,0,0.0,neutral or dissatisfied
96111,33910,Male,disloyal Customer,36,Business travel,Eco,636,2,3,2,3,1,2,1,1,4,1,2,3,3,1,0,5.0,neutral or dissatisfied
16746,13527,Female,Loyal Customer,42,Business travel,Business,3645,1,1,3,1,2,3,2,5,5,5,4,1,5,1,0,12.0,satisfied
44645,98288,Female,Loyal Customer,23,Personal Travel,Eco,1136,5,4,5,2,4,5,5,4,5,3,5,5,4,4,1,0.0,satisfied
50262,21521,Female,Loyal Customer,17,Personal Travel,Eco,399,0,4,0,4,2,0,2,2,3,4,5,4,5,2,0,0.0,satisfied
44466,22691,Female,Loyal Customer,30,Business travel,Business,1992,3,3,3,3,3,3,3,3,2,4,3,3,3,3,0,0.0,neutral or dissatisfied
